Load_MW_z1,Load_MW_z2,Load_MW_z3
2384,14155,30990
2302,13498,30781
2372,12371,31048
2696,13247,32320
3334,16820,33927
4277,19049,34829
5038,18990,33818
5519,18163,34672
5819,16570,34832
5723,15475,34836
5391,14714,34851
4700,13757,33937
4402,13202,34247
4159,13611,33902
4086,13915,33631
4157,13487,32733
4617,13944,31230
4751,15031,31638
4403,13845,31236
3995,13406,31289
3592,14411,31201
3133,14782,31123
2700,14341,31250
2485,13890,30619
2357,13451,30475
2308,12915,30369
2386,11819,30498
2942,12867,31752
4236,16194,33550
5170,17188,34595
5407,15122,34387
5580,14443,34320
5743,14523,35700
5507,14600,38611
5275,15040,36843
4701,14245,35056
4600,14095,36332
4523,14047,36234
4469,14332,33985
4610,14599,33363
5040,14922,32587
5081,15978,33308
4678,14450,32414
4174,13636,31798
3719,14692,31360
3227,14980,30747
2820,14213,30631
2591,13728,30237
2450,13393,29930
2396,12793,29878
2483,11827,30285
3003,13046,31598
4275,16630,34101
5259,17788,35946
5491,16106,35806
5596,16261,35901
5726,15317,36367
5573,14855,37039
5241,14171,36788
4616,13862,36434
4631,13402,38050
4567,13551,38349
4525,14067,37809
4647,14446,36165
4985,14474,34204
5122,15725,35097
4760,14437,34069
4202,13654,33479
3775,14642,32969
3279,15040,32838
2831,14502,32835
2575,13894,32292
2444,13375,32062
2398,12836,31743
2490,11988,32074
3043,13125,33427
4264,16911,35861
5210,17668,38088
5466,16491,37957
5589,15125,37197
5696,15481,37762
5579,15499,38835
4888,14948,38462
4163,14020,37990
4684,13654,38210
4628,13931,37840
4615,14254,37237
4760,14287,35597
5056,14155,34329
5195,15481,35331
4805,14452,34444
4291,13645,33871
3888,14781,33409
3376,15344,33476
2958,14659,33570
2675,13987,32978
2540,13628,32382
2477,13158,32256
2546,12299,32253
3054,13473,33717
4223,17182,36094
5132,18885,37786
5300,18883,37819
5458,17546,37936
5639,16072,38435
5462,14744,39719
5263,13936,39646
4690,13211,38956
4730,13244,38845
4693,13608,39028
4679,13878,38563
4814,14079,36578
5156,14162,34649
5251,15685,35442
4828,14563,34510
4264,13932,33749
3844,14958,33537
3376,15345,33246
2946,14897,33193
2703,14436,32707
2588,14136,32420
2511,13670,32347
2608,12761,32724
3142,13877,34022
4331,17126,36467
5193,18138,37850
5428,17014,37426
5584,16564,37307
5819,15697,38176
5724,15625,38797
5543,15105,38842
4887,14632,37499
4872,13973,37529
4829,13678,37824
4807,14625,37143
4922,15008,35591
5292,14913,33760
5296,15630,34926
4838,14496,33827
4280,14334,33339
3944,15318,32985
3439,15603,32889
3051,15037,32940
2819,14575,32692
2718,14136,32245
2626,13753,32262
2688,12893,32378
3095,14173,33553
3965,18101,35513
4759,19735,37024
5033,19148,36942
5246,17475,37546
5477,16373,38254
5376,15224,39199
5111,14177,39079
4559,13197,38505
4584,13207,38739
4509,14072,38527
4499,14403,37897
4648,14361,36157
4969,14735,34457
5097,16103,35402
4680,15206,34207
4195,14548,33506
3886,15818,33572
3475,16571,33622
3095,15866,33743
2826,15330,32954
2682,14895,32425
2609,14236,32201
2645,13135,32314
2926,14099,32763
3468,17163,32763
4221,18730,36582
4787,18352,36600
5118,17065,36754
5399,15701,37443
5404,14501,38444
5114,13617,37644
4540,12725,36620
4438,12528,36567
4206,12840,36526
4131,12768,35931
4207,12718,34055
4574,13027,32558
4746,14938,34050
4464,14140,33325
4076,13739,32811
3712,14967,32769
3288,15364,32789
2913,14765,32768
2692,14260,32543
2585,13867,32240
2541,13239,32060
2623,12342,32526
3109,13417,33919
4249,16894,36382
5019,18812,37962
5170,18636,37748
5307,17858,38021
5513,16130,39528
5330,14846,40249
5131,13941,39705
4679,13112,38843
4687,12979,39032
4666,13485,38905
4584,13711,38318
4726,13660,36336
5032,13852,34615
5096,15704,35803
4671,14612,34702
4139,14306,34172
3811,15655,34024
3353,16139,33916
2988,15288,33925
2763,14694,33299
2637,14396,32849
2597,13725,32645
2682,12659,32931
3126,13829,34572
4160,17532,36877
5024,19049,38308
5261,17179,38102
5501,17063,38132
5598,15843,39013
5488,15033,40028
5295,13974,37955
4721,13143,37758
4749,13048,38885
4681,13417,39462
4659,13830,39043
4795,14048,37214
5093,14106,35157
5195,15791,36446
4775,14838,35248
4278,14564,34767
3902,15876,34695
3448,16459,34496
3030,15571,34756
2826,15129,34029
2726,14825,33476
2711,14513,33395
2755,13062,33502
3228,14212,34798
4261,17078,36948
5026,17225,38312
5341,16419,38284
5505,16108,38516
5656,15220,39293
5649,15449,40142
5467,15670,39722
5251,15708,39546
4856,15030,39223
4849,14830,39441
4837,15022,39199
4925,15247,37625
5196,15289,35869
5187,16272,36948
4777,15166,35940
4266,14625,35341
3936,15943,35246
3460,16094,35192
3122,15602,35086
2891,15431,34922
2766,15031,34364
2699,14254,34245
2785,13514,34519
3156,14330,35816
4011,16981,37869
4787,17851,38467
5113,17038,37783
5318,16941,38183
5623,15468,39062
5520,15092,41280
5231,14996,41473
4723,14554,40782
4607,13827,41224
4475,13432,41207
4256,13356,40381
4132,13410,38361
4277,13283,35625
4358,14074,35633
4094,13142,34868
3872,12853,34615
3595,14485,34758
3219,15276,34581
2888,14662,35026
2675,14075,34406
2554,13751,33956
2480,13231,33691
2515,12354,34056
2709,13001,34921
3055,15340,36373
3437,16100,35984
3560,15895,34434
3413,14650,34211
3293,13253,34237
3345,12418,36048
3649,11781,36529
3855,11280,35960
3652,10967,35467
3357,10894,35278
3196,10684,35125
3213,10344,33344
3556,10391,31803
3754,12299,32618
3640,11610,31981
3499,11535,32057
3246,12897,32600
2909,13769,32764
2607,13274,33261
2430,12714,32831
2363,12430,32416
2329,12045,32295
2401,10895,32698
2701,11695,34198
3324,14785,36368
3929,16674,37195
4314,16797,37152
4495,15991,37720
4743,14832,38107
4681,13865,40361
4518,13058,40747
4177,12166,40139
4029,11395,40205
3931,11135,40117
3906,11105,39661
3993,11098,37537
4302,11733,35696
4468,13584,36066
4235,13162,35235
3912,12902,34787
3607,14326,34990
3231,15168,35030
2910,14665,35210
2715,14159,34758
2611,13985,34378
2556,13345,34163
2595,12202,34472
2834,12989,35502
3301,16069,37391
3911,16793,37733
4356,16816,37003
4707,16100,37327
4952,15725,37592
4975,15014,39225
4789,13026,39418
4296,12169,38556
4207,11228,38386
4062,11046,38161
4028,10997,37888
4135,11029,35856
4401,11520,34121
4616,13320,34893
4382,12720,34193
4039,12148,34019
3746,13386,34362
3359,14104,34414
3041,13708,34686
2835,13136,34173
2739,12697,33855
2692,12326,33811
2790,11669,34014
3221,12510,35098
4114,15762,37352
4757,17519,37566
4871,16673,36566
5085,15562,37266
5305,14356,37999
5246,13401,39916
5109,12814,40067
4579,12002,39510
4623,11649,39865
4578,12238,40261
4558,12570,40156
4562,12564,38372
4879,12468,36349
5056,14977,36134
4660,13935,35646
4156,13422,35514
3868,14698,35501
3434,15279,35401
3115,14812,35519
2898,14100,35143
2794,13761,34856
2741,13251,34501
2809,12373,34864
3181,13231,35632
4116,16259,38122
4884,17140,38286
5108,16515,37509
5236,15677,37719
5411,14600,38298
5314,13816,40244
5166,13020,40236
4663,12254,40000
4656,12213,39504
4639,12702,40062
4663,12865,40396
4766,12804,39010
5008,13097,37632
5100,14905,37218
4822,13910,36720
4276,13310,36353
3899,14644,36728
3446,15225,36187
3105,14668,36360
2861,14192,35726
2818,13944,35345
2767,13390,34924
2842,12322,35148
3230,13121,36558
4097,16592,39020
4937,18186,39286
5145,17490,38553
5271,16092,38505
5452,14800,38242
5369,13651,39594
5230,12859,39725
4716,12338,38873
4750,12394,38940
4748,12723,39579
4719,12694,39340
4854,12801,37736
5086,13055,36598
5199,14989,37100
4885,14186,36099
4348,13616,35519
4005,15101,35784
3676,15829,35664
3105,14668,36360
2861,14192,35726
2818,13944,35345
2767,13390,34924
2971,12455,35287
3398,13279,36491
4218,16139,38515
4841,16966,38791
5025,16355,37896
5226,15243,38171
5439,14715,38321
5444,13623,40128
5286,12851,40390
4803,12279,39917
4885,12639,40015
4888,12999,40263
4895,13259,40368
5020,13335,38554
5221,13436,36399
5364,15308,36970
4971,14569,36235
4425,14049,35379
4113,15188,35381
3702,15879,35297
3326,15571,35452
3137,15119,35050
3018,14419,34507
2960,13908,34322
2993,12904,34972
3446,13670,36283
4312,16784,38195
5015,18380,38578
5193,17501,37593
5391,16121,37848
5676,14556,38219
5576,13101,39613
5440,12324,40106
4893,12508,39706
4921,12527,39797
4956,12480,39668
4933,12899,39157
5043,12695,36813
5307,13575,35309
5451,15069,36090
5067,14069,35295
4498,13752,35378
4163,15316,35425
3758,16139,35392
3403,15494,35593
3167,15014,35148
3034,14409,34707
2965,13986,34531
3034,13077,34675
3350,13788,35998
3975,16952,38078
4568,18202,38415
4763,16763,37690
5081,15193,37981
5330,14496,38380
5299,13591,40243
5071,12994,40761
4657,12989,40022
4650,13002,40348
4600,13131,40566
4587,13374,40058
4704,13075,38162
4962,13321,36650
5167,15258,37163
4875,14645,36140
4383,14208,35670
4051,15704,35848
3704,16312,35664
3358,15790,35945
3113,15088,35189
2982,14575,34691
2931,14187,34776
2963,13185,35012
3203,13783,36129
3667,16808,37802
4216,17660,37735
4532,15403,36807
4858,14861,37213
5146,14604,37252
5188,13610,38642
5024,13047,38749
4545,12113,38376
4449,11963,38376
4375,12278,38671
4320,12356,37964
4391,12162,35900
4697,12325,33977
4992,14471,34671
4696,14112,34553
4337,13540,34697
4036,14699,34898
3678,15406,34852
3310,14645,35239
3116,13927,34732
2998,13695,34304
2953,13287,34172
3020,12619,34362
3388,13932,35493
4256,16923,37670
4876,17272,38194
5026,16103,37517
5242,15249,38207
5581,14643,38733
5567,13742,40504
5431,13257,40930
4965,12443,40322
5047,12558,40430
5083,12948,41054
5088,12412,40859
5129,12433,38969
5339,12983,36493
5483,14751,36854
5135,14274,36102
4546,13419,36048
4293,14547,36184
3963,15320,36083
3603,14559,36263
3380,14146,35767
3265,13971,35325
3207,13881,35150
3230,13011,35259
3544,14023,36502
4284,17056,38596
4788,18270,38894
4966,16951,38101
5277,15621,38807
5665,14444,39569
5608,13714,41067
5410,12994,41134
5013,12185,40757
5149,12094,40885
5192,12284,41112
5209,12472,40610
5227,12750,38653
5368,13063,36683
5563,15011,36866
5202,14421,36015
4745,14057,35826
4520,15303,36043
4074,15994,36018
3706,15423,36407
3501,15063,36081
3383,14688,35524
3322,14136,35278
3360,13042,35518
3695,13767,36452
4419,16504,38567
5005,17790,38907
5117,16852,37793
5423,15457,38401
5731,14022,38743
5875,13388,39912
5817,12910,40016
5348,12204,40193
5302,11937,40271
5334,12141,40825
5346,12298,39635
5344,12357,37848
5606,12647,36394
5731,14585,36938
5344,14272,36218
4844,13765,36000
4579,14062,36339
4159,14199,36220
3802,13655,36111
3579,13641,35491
3453,13307,35233
3375,13369,35140
3398,12487,35341
3707,13212,36545
4342,15877,38476
4947,16807,38848
5088,15754,38242
5385,14873,38456
5738,14033,38533
5733,13537,40279
5630,13325,40317
5122,12754,39604
5289,12657,39685
5368,12808,39311
5415,12937,39050
5463,13441,37906
5615,13777,36900
5792,15543,36586
5407,14944,35598
4879,14270,35323
4571,15272,35274
4231,15575,34902
3863,15199,34998
3665,14616,34410
3532,14115,33845
3460,13734,33514
3501,13047,33888
3791,13504,34946
4458,16044,36693
5006,17145,37119
5259,16389,36382
5546,15086,36861
5949,13882,37159
5820,12769,38298
5804,12180,38578
5286,11776,37972
5311,11799,37898
5409,12171,37758
5393,12277,37634
5410,12567,36198
5420,12851,35130
5492,14611,35638
5261,14298,34626
4790,13908,34100
4484,14845,34277
4179,15668,33823
3836,15148,34108
3588,14742,33515
3444,14312,33104
3367,13657,32970
3402,12659,33269
3705,13283,34559
4302,16057,36545
4788,17262,37173
4926,16326,36352
5111,14655,36829
5360,13249,37213
5300,12351,39053
5164,11631,39066
4780,11421,38441
4834,11330,38649
4770,11416,38851
4840,11428,38847
4865,11473,37221
5089,11772,35740
5306,13819,36446
4933,13454,35767
4519,13213,35298
4254,14429,35379
3941,14946,35119
3606,14596,35418
3391,14104,34949
3292,13606,34413
3180,13107,34221
3152,12115,34547
3394,12789,35697
3911,15361,37395
4545,16780,37362
4871,16046,36240
5033,14708,36442
5155,12968,36255
5034,11981,37636
4887,11495,37570
4428,11433,36955
4423,11506,37054
4468,11792,37153
4453,11727,36486
4494,11573,34503
4758,11773,32547
5101,13632,33354
4854,13480,33352
4492,13101,33756
4295,14119,34047
3975,14421,33964
3663,13859,33739
3447,13270,33328
3341,12951,32972
3264,12468,33012
3281,11671,33048
3625,12308,34540
4439,14958,36892
5039,16491,37297
5150,16051,36824
5306,15170,37514
5610,13764,38295
5492,12826,40124
5457,12484,40402
5120,12499,39929
5139,12226,40098
5189,12568,40227
5182,12735,40078
5273,12349,37913
5421,12372,35943
5557,13908,36492
5254,13436,35366
4813,13117,34913
4517,14047,34963
4185,14388,34856
3870,14073,34931
3678,13797,34576
3445,13468,34286
3372,13198,34070
3422,12366,34353
3732,13039,35284
4414,15457,37617
4970,16514,37916
5159,15718,36930
5399,14874,37589
5712,13706,38283
5687,12295,39728
5557,11304,39861
5145,10857,39063
5321,10775,39110
5399,11160,39501
5432,11439,39373
5458,11308,37683
5628,11284,35719
5707,13544,36747
5360,13251,35937
4915,12944,35709
4625,13858,35951
4284,14303,35823
3925,13943,36044
3732,13489,35462
3624,13167,34984
3551,12745,34540
3591,11870,34838
3842,12687,36325
4404,15269,38425
4991,16574,38197
5232,16106,37450
5444,14612,37953
5805,13098,38546
5766,12068,39958
5719,11053,39753
5288,10433,38945
5415,10515,38594
5477,10610,38352
5501,10704,37884
5519,11000,36481
5494,11477,34869
5497,13554,35971
5198,13361,35388
4741,13239,35567
4451,14222,35712
4030,14447,35551
3845,14400,35424
3704,14497,35037
3585,14401,34434
3516,13233,33979
3546,12332,34176
3827,12954,35374
4446,15118,37375
4973,16694,37660
5138,16070,36949
5364,14478,37114
5822,12545,37893
5801,11569,39898
5677,10778,39772
5223,10391,38830
5377,10641,38878
5444,10920,39251
5476,11108,39201
5507,11463,37649
5585,12207,35372
5721,14089,35877
5323,13928,35179
4790,13446,35082
4533,14105,35300
4180,14531,35289
3839,14100,35335
3651,13737,34793
3535,13356,34431
3459,12789,34159
3500,12041,34559
3807,12680,35887
4492,15456,38190
5112,16651,38124
5282,15617,37387
5588,14177,37737
5885,12678,38146
5799,11662,39605
5659,10958,39376
5141,10430,38416
5247,10537,38354
5357,11128,38370
5364,11447,38292
5416,11629,36573
5518,12250,35178
5721,14269,36261
5295,13910,35707
4809,13576,35353
4549,14616,35542
4228,14823,35596
3919,14236,35762
3680,13688,35322
3556,13173,34942
3474,12571,34784
3507,11723,34807
3781,12353,36043
4310,15228,37864
4821,16582,37750
5004,15640,37017
5148,14021,37339
5378,12490,37316
5272,11478,39213
5152,10684,39826
4757,10517,39111
4895,10622,39321
4973,11021,39837
4960,11260,39471
4986,11391,37695
5173,11880,35593
5390,13601,36731
5131,13370,35721
4689,13260,35728
4457,14275,36293
4171,14477,36240
3865,13960,36319
3664,13435,35667
3545,12960,34805
3500,12387,34601
3636,11562,34674
4047,12102,35602
4572,14589,37119
4816,15644,36859
4627,14518,35951
4477,13168,36037
4577,11841,36110
4597,11209,37766
4628,10529,37996
4347,10058,37803
4370,10093,37632
4381,10472,38026
4372,10440,37585
4393,10601,36655
4577,10860,34852
5014,12814,35970
4931,12692,35363
4701,12474,35289
4473,13102,35755
4183,13329,35724
3872,12758,35915
3701,12376,35353
3590,12145,35051
3516,11631,34605
3531,11119,34619
3791,11849,35897
4311,14523,38146
4791,15805,38109
4983,15022,37398
5298,13887,38451
5709,12465,39093
5764,11665,40679
5685,10910,40858
5276,10435,40809
5368,10806,41099
5503,11193,41427
5494,11438,41212
5468,11165,39291
5521,11079,37018
5763,13635,37409
5475,13527,36869
5027,13410,37002
4797,14210,37891
4405,14406,38031
4129,13730,38104
3902,13411,37520
3754,13088,37059
3682,12510,36834
3686,12012,37133
3955,12765,38328
4504,14952,40146
4933,16120,39868
5124,15258,38963
5474,13499,39689
5945,12351,39819
5962,11660,41607
5889,10467,41699
5470,10318,41227
5653,10680,40771
5670,11204,40909
5721,11239,40741
5717,11575,38802
5748,11976,36794
5945,13770,37355
5632,13429,36933
5148,12926,36626
4943,13659,37076
4672,13871,37626
4308,13260,37350
4102,12702,36776
3966,12640,36383
3879,12267,35960
3879,11616,35884
4136,12226,36932
4637,14690,38996
5008,15730,38638
5176,15034,37853
5491,13669,38474
5908,12529,38916
5904,12066,40787
5845,11572,40563
5555,10807,39622
5712,11265,39768
5839,11736,40212
5891,11840,39898
5861,12236,38250
5844,12506,36417
5982,14046,36760
5689,14030,36486
5243,13777,36357
5079,14566,36783
4841,14522,37026
4555,13965,37410
4301,13138,36774
4108,12706,35978
3981,12241,35545
3978,11727,35680
4086,12385,36434
4471,13936,38005
4757,15509,37974
4944,14784,37439
5279,13373,38160
5725,12278,38881
5838,11819,40071
5793,11274,41071
5473,10738,40716
5644,11113,40077
5702,11384,40354
5749,11638,40231
5762,11805,38568
5831,11649,36744
5974,13388,36891
5672,13842,36677
5320,13456,36486
5180,13538,36605
4997,13638,36843
4663,13476,37262
4440,12630,36842
4267,11944,36409
4155,11878,36040
4142,11503,36088
4290,11929,36949
4582,14528,38120
4890,15388,37919
5053,14416,37100
5361,13384,37574
5797,12360,38285
5912,11702,40364
5779,10948,39807
5460,10277,39095
5665,10179,39543
5734,10807,40070
5756,11030,39740
5764,11695,38046
5827,12009,36467
6062,13716,36495
5762,13578,36203
5380,13349,36193
5249,13750,36215
5078,14032,36602
4765,13630,36952
4526,13041,36591
4359,12815,36229
4243,12719,35818
4207,11605,35828
4321,12280,36971
4601,13855,38077
4860,14814,37402
4953,13817,36690
5123,12985,37501
5522,12265,38134
5558,11507,39725
5544,11013,40554
5285,10755,40248
5436,10434,40016
5539,11014,40322
5559,11271,39980
5522,11398,38021
5594,11284,36107
5798,12771,36702
5574,12773,36133
5226,12635,35795
5057,13758,35916
4860,14006,35893
