Load_MW_z1,Load_MW_z2,Load_MW_z3
6881,12991,32875
6602,12608,32703
6318,11917,32945
6125,12154,33988
6041,12373,36404
6039,12693,37409
6144,12614,37701
6903,12149,37012
7569,11890,37185
8053,11569,37964
8204,11286,38276
8205,11079,37624
8623,10928,37815
8901,11240,37955
8664,11062,37481
8374,10647,36601
7946,10571,35891
7871,11693,36495
8122,12431,35684
8363,12152,35043
8860,12233,34468
8851,12380,34501
8365,12737,34481
7875,12766,34015
7473,12816,33695
7129,12116,33338
6799,11839,33569
6627,12286,35045
6552,12568,37042
6542,12808,37784
6716,12718,37948
7296,12067,37929
8042,11655,37433
8071,11412,38164
7916,11312,38542
7680,11388,38026
7944,11486,38082
8188,11457,38017
8216,11103,37278
7978,10596,35986
7789,10422,35177
7877,11581,35670
7978,12588,35170
8087,12462,34498
8487,12591,33872
8532,13065,33780
8060,13034,33419
7608,12789,33034
7251,12574,32643
6913,12263,32575
6644,11692,33064
6417,12284,34385
6372,12756,36394
6363,12454,37107
6422,12036,37302
6944,11791,37338
7659,11553,37210
7905,11325,38238
8097,11519,37917
7948,11341,37225
8478,11758,37523
8898,11834,37624
8835,11748,37200
8601,11197,35681
8243,10936,34540
8296,12179,35208
8563,13539,34887
8687,12667,34219
9020,13469,33654
9008,13976,33744
8060,13034,33419
7608,12789,33034
7251,12574,32643
6913,12263,32575
6644,11692,33064
6417,12284,34385
6372,12756,36394
6363,12454,37107
6422,12036,37302
6944,11791,37338
7659,11553,37210
7905,11325,38238
8097,11519,37917
7948,11341,37225
8478,11758,37523
8898,11834,37624
8835,11748,37200
8601,11197,35681
8243,10936,34540
8296,12179,35208
8563,13539,34887
8687,12667,34219
9020,13469,33654
9008,13976,33744
8478,13764,33738
7955,13631,33272
7557,13015,32956
7192,12259,32996
6848,11844,33126
6548,12692,34138
6431,13401,36511
6357,13202,36887
6445,12305,37305
6638,12353,35911
7183,12025,35459
7551,12231,36855
7793,12305,37177
7684,12350,36567
8097,11997,36834
8269,11700,37238
8115,11494,36616
7807,10917,35639
7534,10573,34387
7603,12048,35219
7798,13220,35310
7914,12890,34363
8314,13687,33850
8486,14178,34164
8060,13034,33419
7608,12789,33034
7251,12574,32643
6913,12263,32575
6644,11692,33064
6417,12284,34385
6372,12756,36394
6363,12454,37107
6422,12036,37302
6944,11791,37338
7659,11553,37210
7905,11325,38238
8097,11519,37917
7948,11341,37225
8478,11758,37523
8898,11834,37624
8835,11748,37200
8601,11197,35681
8243,10936,34540
8296,12179,35208
8563,13539,34887
8687,12667,34219
9020,13469,33654
9008,13976,33744
8478,13764,33738
7955,13631,33272
7557,13015,32956
7192,12259,32996
6848,11844,33126
6548,12692,34138
6431,13401,36511
6357,13202,36887
6445,12305,37305
6638,12353,35911
7183,12025,35459
7551,12231,36855
7793,12305,37177
7684,12350,36567
8097,11997,36834
8269,11700,37238
8115,11494,36616
7807,10917,35639
7534,10573,34387
7603,12048,35219
7798,13220,35310
7914,12890,34363
8314,13687,33850
8486,14178,34164
8492,14616,32681
8078,14765,32362
7688,14561,31983
7296,14148,31664
6928,13430,31944
6609,13850,33397
6218,14632,34862
5998,14719,34383
5719,14177,33146
5464,13267,31919
5526,12623,31564
5687,12453,32486
6069,12553,32748
6382,12282,32505
6576,12193,32234
6778,11957,31951
6592,11637,31098
6232,10637,30201
5853,10300,29449
6341,11529,30594
7270,12872,30727
7735,12616,30643
8261,13750,30370
8523,14787,30612
8411,14711,30504
8184,14491,30229
7676,13954,29636
7283,13250,29550
6944,12810,30050
6595,13223,31473
6294,14017,33601
6176,14307,34872
6274,14138,35711
7059,13826,35657
7829,13862,35882
8189,13734,36966
8321,13651,37920
8386,13507,37142
8907,13497,37198
9248,13506,37286
9121,12911,36339
8760,12182,35780
8208,11727,34816
8083,12931,35868
8422,14015,35030
8696,14298,34408
9340,15088,33816
9480,16064,33831
9040,15874,33625
8653,15987,33026
8303,15566,32801
7806,14636,32439
7424,14016,32690
7080,14762,33835
6707,15485,35333
6562,15708,36287
6583,14928,36570
7224,14341,36580
7949,13860,37180
8353,14180,38585
8616,14020,38407
8673,13825,37645
9365,13937,37685
9834,14007,37695
9640,13735,37084
9223,12830,36230
8589,12260,35280
8572,13660,35936
8824,15150,36081
9187,14869,34650
9756,15399,34117
9796,15703,34132
9415,15775,34011
9025,16271,33566
8608,16130,32962
8276,15589,32685
7853,15024,32984
7386,15266,34307
6962,15821,36329
6753,15988,37537
6847,15822,37670
7420,15054,37161
8176,14961,36909
8556,14570,37513
8672,14393,37428
8649,14443,37250
9209,14386,36912
9695,14402,36850
9711,14390,36062
9309,13822,35189
8960,13462,34589
8774,15615,35381
9071,15536,34591
9293,15507,34164
9845,16073,33754
9945,16591,33369
9520,16131,32827
9045,16173,32340
8681,15855,31748
8308,15727,30913
7922,15512,30558
7528,15956,31643
7150,16000,33383
6957,15588,34649
6645,15368,35696
6834,15001,35203
7414,14500,35203
7763,14503,35416
7905,14245,35105
7450,14394,34367
7880,15018,33901
8022,14576,34034
7849,14508,33235
7658,14042,32438
7473,13681,32609
7595,15037,33048
7590,15665,32264
7579,15645,31824
8005,16732,30860
8216,17653,30383
7963,17623,29702
7576,17155,28944
7256,16447,28415
6905,15839,28184
6596,15120,27922
6336,15904,28113
6068,16262,28789
5979,16342,28672
5975,14949,29140
6256,13895,29265
6749,13273,29366
7069,12958,29312
7307,12588,28927
7260,12436,28353
7630,12397,27734
7813,12988,27473
7765,13193,26962
7426,12807,27399
7229,12516,28264
7478,14014,29780
7877,15176,29253
8247,15262,28711
8809,15933,27897
9081,16423,27265
8708,15935,26908
8238,15746,26607
7802,15691,26637
7406,15359,26888
7035,14950,27124
6744,15618,27455
6561,15505,29298
6482,15677,31059
6620,15542,31710
7232,15199,31696
8004,14678,31571
8249,14471,31609
8370,14069,31390
8267,14331,30981
8718,14289,30919
9211,14533,30847
9052,14397,30224
8681,13854,30275
8265,13208,31398
8310,13999,32918
8476,15381,32597
8742,15321,32048
9345,15984,31031
9264,15800,30197
8859,16692,29491
8454,16812,28868
8074,16469,28490
7696,15996,28269
7318,15244,28468
7034,16066,29475
6734,16404,31328
6740,16520,32215
6870,16158,32626
7501,15348,32498
8220,15083,32733
8354,15140,32452
8505,14834,31964
8291,14748,31483
8751,14858,31641
9002,14931,31846
8813,14242,31658
8448,13297,31493
8142,12726,32158
8334,14725,33988
8404,15386,33984
8535,15451,33138
8976,15708,32108
9094,16873,31271
8626,16656,30390
8135,16388,29793
7781,16172,29286
7450,15474,29156
7124,14866,29470
6847,15559,30467
6726,16065,32547
6632,15753,33556
6768,16317,33973
7414,17209,33803
8160,16934,33707
8432,16658,33835
8188,14590,33575
7649,14300,33138
7913,14058,33356
8235,13862,33577
8149,13253,33045
8031,12718,32463
7891,12491,32721
7941,13901,35196
7872,14746,35043
7955,14164,34660
8247,15263,33968
8243,15670,33261
7840,15491,31969
7418,15562,31026
7096,15202,30666
6833,14267,30311
6578,14160,30194
6407,14882,31714
6432,15389,33318
6478,15451,34040
6571,15071,33883
7135,14656,33903
7639,14256,33858
7877,14051,34175
7993,14314,33995
7881,14255,33569
8419,14329,33238
8795,14353,33125
8590,13667,32505
8364,12726,31676
8111,11627,32009
8261,13087,34242
8282,13625,34112
8349,13349,33445
8781,14049,32606
8849,14664,32015
8446,14634,31352
7947,14214,30721
7547,13773,30316
7199,13061,30088
6914,12692,30131
6682,13236,30901
6594,13966,32511
6562,13873,33163
6750,12904,32991
7396,12667,32025
8143,12822,31444
8319,13027,31186
8420,12647,30473
8137,12302,29663
8609,12265,28811
8840,12423,28198
8732,12527,27803
8257,11992,27793
7955,11472,28775
7917,12925,30502
7808,13707,30513
7856,13255,30395
8277,13808,29989
8300,14209,29758
7906,13814,29279
7449,13263,28883
7086,13016,28590
6759,12552,28473
6495,12414,28854
6310,12835,29921
6159,13746,31254
6174,13761,32093
6236,13454,32870
6670,13150,33450
7311,13015,32963
7624,12719,32921
7742,12640,32455
7531,11972,31321
7832,11923,30998
8046,12066,30966
7421,11885,30372
7176,11642,30570
7029,11422,31250
7182,13594,33068
7131,14271,32658
7101,13905,32340
7490,14256,31609
7653,14893,31021
7373,14605,30219
6995,14376,29740
6650,13755,29397
6353,13144,29066
6089,12613,29390
5892,13141,30304
5674,13510,31724
5634,13802,32285
5660,13432,32633
5935,12993,32695
6410,12647,32890
6696,12437,32613
6930,12261,32626
6878,12236,31830
7209,12222,31230
7421,12232,30745
7336,12125,30091
7123,11538,29970
7052,11335,31241
7423,13325,32907
7362,14478,32743
7558,13999,32395
8117,15225,31906
8356,15549,31260
8035,15493,30584
7579,15083,29940
7161,14616,29647
6799,14079,29321
6493,13545,29470
6282,14092,30335
6169,14586,31705
6146,14648,32353
6275,14011,33150
6847,13651,33557
7563,13165,34165
7788,12820,34384
7877,12430,33968
7683,11969,33007
7914,11830,32672
8102,12042,32589
7908,11814,32321
7637,11734,31930
7338,11837,32482
7495,13856,34076
7469,14696,33164
7501,14355,32375
7918,15102,31253
8044,15565,30197
7637,15302,29216
7179,14942,28811
6812,14608,28470
6498,14025,28445
6247,13394,28512
6088,14110,29281
6051,14460,30351
6117,14265,31878
6226,13618,32429
6846,13124,32628
7549,12637,32427
7814,12175,31904
7884,12295,31014
7664,11098,30443
8115,11401,30305
8491,11257,30498
8316,11208,29570
8013,10659,29678
7715,11009,30076
7861,12899,30775
7840,13336,30126
7915,13421,29725
8399,13964,29175
8572,14511,28565
8111,14554,27826
7617,14304,27445
7221,14016,27106
6884,13303,26919
6604,12764,27273
6391,12420,28183
6317,13014,29749
6301,13170,30839
6407,12590,31237
7028,12570,31652
7788,12415,31152
8003,11834,31032
8131,11669,30989
7988,11765,30673
8413,11421,30956
8583,11890,31016
8469,11742,30665
8206,11307,30371
7911,11498,31020
8210,13167,33250
8109,13345,32924
7733,12834,32760
7922,13478,32017
8155,13821,31562
7806,13569,31188
7394,13297,30836
7045,13149,30320
6722,12561,30502
6457,11687,30840
6281,12137,31572
6278,12560,32988
6283,12629,33362
6441,12110,33684
7025,11703,33441
7688,11189,33519
7980,11000,33592
8135,10641,33378
7757,10394,32675
7534,10518,32729
7613,10605,32640
7495,10797,32449
7393,10518,32455
7192,10713,33125
7338,12246,34495
7182,12274,33792
7017,11717,33921
7278,12067,33626
7312,12012,32795
6927,11640,32087
6523,11183,31648
6221,10734,31076
5951,10364,30783
5742,10116,30795
5663,10445,31881
5792,10934,33704
5828,11382,34516
6022,11175,34539
6651,11374,33848
7337,11153,33685
7546,11188,34246
7582,11065,34124
7270,10725,33947
7501,10718,33776
7708,10340,33905
7283,10335,33468
7418,10330,32740
7333,9988,32962
7365,11772,35065
7180,12724,34577
6897,12494,33828
7017,12675,32993
7145,12901,32412
6869,12572,31795
6480,12527,31230
6161,12194,30874
5910,11901,30925
5703,11503,30970
5588,12018,32010
5565,12359,33930
5554,12508,34788
5505,12075,35113
5778,11530,34390
6352,11459,34399
6546,11630,34827
6605,11172,35117
6294,11029,34688
6431,11181,35042
6349,10817,35026
6324,10512,34866
6350,10088,34051
6391,10324,34485
6627,11883,35801
6549,12657,34949
6485,12498,34236
6657,12778,33702
6708,13038,33433
6435,12744,32865
6099,12434,32009
5853,11948,31759
5601,11877,31559
5402,11541,31841
5277,11969,32865
5201,12291,34046
5222,12458,34542
5296,12304,35039
5601,11715,34320
6014,11559,34210
6306,11451,34491
6433,10944,34495
6330,10402,34384
6528,10618,33437
6605,10608,33173
6579,10603,32354
6457,10098,31824
6468,10044,31901
6836,12197,33265
6948,12837,32896
7054,12705,32811
7432,13231,32489
7560,13467,32059
7237,13370,31760
6827,13207,31074
6512,12734,30767
6261,12002,30539
6029,11574,30792
5945,12150,32281
5960,12896,34005
5934,13058,35132
6095,12886,35186
6724,12350,35446
7365,11993,35439
7764,12187,36015
7872,11934,36149
7704,11755,35804
8077,11847,36190
8388,11968,36204
8260,11658,35102
8016,11090,34369
7647,11083,34616
7708,13347,35889
7575,13865,34980
7532,13506,34363
7817,14018,33628
7887,14354,33334
7500,13892,32790
7039,13643,32343
6656,13336,31834
6403,13042,31411
6058,12476,31744
5901,13145,32706
5903,13679,34599
5912,13795,35440
6060,13297,35780
6610,12656,35483
7362,12438,35219
7648,12242,35856
7848,11982,36455
7749,11579,35609
8122,11448,35638
8346,11675,35350
8227,11560,34783
7979,11496,32948
7720,11657,32798
7912,13834,33082
7775,13927,33104
7716,13876,33007
7981,14722,32728
8145,15134,32838
7816,14858,32500
7373,14554,31926
6990,14157,31445
6692,13692,31023
6418,13228,31185
6261,14049,31902
6245,14493,33620
6220,14632,34539
6324,13927,36693
6857,13368,36230
7483,12761,36506
7775,12703,37589
7780,12460,37560
7766,12179,37390
8227,11770,37740
8560,11920,37618
8509,11711,36642
8240,12031,35822
7855,12433,36001
7877,14653,36562
7748,15191,35771
7732,14868,34931
8061,14940,34473
8155,15320,33731
7521,15297,33321
7017,14869,32594
6640,14520,32002
6308,14052,31734
6020,13802,31940
5843,14489,32964
5802,15084,34816
5765,14917,35891
5899,14316,36225
6459,13977,35841
7112,13542,36061
7365,13524,36998
7424,13341,37527
7285,13100,36958
7705,13129,36909
8021,13202,37039
7935,13073,36411
7760,12818,35104
7520,13025,34833
7822,15204,35361
7711,15359,34833
7628,14947,33610
7972,15651,32815
8052,15952,32415
7603,15656,31788
7157,15225,31000
6818,14919,30555
6511,14419,30167
6248,13954,30187
6117,14629,30750
6157,15506,32322
6195,15477,32862
6288,15108,33208
6861,14370,33073
7531,14214,33153
7704,13908,33639
7761,13520,33566
7671,13436,32999
8037,13518,33902
8322,13972,33900
8213,13325,33653
8006,12871,33444
7732,13094,33024
7909,15547,32858
7714,15717,33487
7728,15504,32932
8088,15905,32394
8242,16558,31917
7840,16490,31009
7411,16110,30847
7053,15601,30469
6745,15063,30208
6456,14530,30225
6283,15366,31354
6134,16094,32791
6103,16108,33322
6152,15475,33369
6540,15087,33165
7098,14592,33361
7398,14478,33704
7568,14453,33529
7418,14353,33370
7731,14473,33738
7884,14964,34151
7829,14369,33978
7628,13717,33558
7523,13535,33345
7789,15771,33815
7777,16431,33675
7807,16059,33481
8168,16855,32963
8314,17127,32834
8012,17098,32254
7579,16766,31772
7231,16213,31102
6859,15627,30755
6566,14903,31003
6363,15672,31605
6163,16383,32447
6092,16522,32906
6065,15758,32769
6249,15171,32372
6695,14766,32789
6984,14680,33478
7187,14636,33156
7182,14461,32809
7275,14045,33352
7571,13923,33128
7530,13456,32523
7226,12870,31926
7146,12884,32634
7562,15214,33913
7788,15441,33451
8009,15209,32952
8566,15912,32333
8728,16462,32002
8394,16176,31428
7997,15671,30786
7665,15466,30358
7337,14861,29918
7042,14453,30096
6736,15074,31242
6609,16076,32440
6586,16008,32397
6635,15154,33054
7259,14340,33782
7971,14180,34312
8172,14316,34528
8301,14449,34084
8262,14589,34204
8666,14474,34640
8773,14647,35498
8441,14624,35080
8212,13827,34540
7931,13166,34174
8049,14916,33844
7913,14997,33457
7978,14881,33801
8431,14998,33280
8613,15318,32768
8224,15020,32029
7795,14627,31365
7448,14214,30848
7119,13703,30424
6809,13148,30509
6521,13790,31790
6376,14534,32437
6344,14665,31751
6432,13916,32489
6980,13445,33553
7632,13163,33386
7984,13591,34343
8133,14359,34121
8036,14043,33885
8423,13661,34905
8638,14013,35189
8498,13605,34792
8207,12411,33670
7983,13503,33727
8118,14829,34623
8077,15210,34238
8238,15015,34058
8770,15509,34222
8931,15741,33506
8507,15638,32518
7970,15473,31428
7572,15093,30751
7230,14380,29976
6889,13730,29762
6643,14110,30515
6513,14780,30696
6471,14334,31473
6572,14231,32110
7136,13606,32643
7932,13391,32291
8119,13125,33266
8333,13174,33394
8228,13135,33110
8682,13078,33572
8983,13149,33508
8847,12776,33210
8547,12417,32627
8257,12714,33031
8436,14828,33618
8423,15113,33170
8567,14814,33643
9025,14966,33492
9126,15346,32817
8694,15305,32004
8275,15126,31324
7871,14601,30511
7512,13841,29978
7199,13592,30144
6937,14122,30771
6789,14692,30192
6767,14523,30057
6870,13968,30374
7449,13296,31721
7896,12933,32207
8253,12600,32528
8365,11874,32431
8316,12055,32139
8797,12769,32680
9047,13142,32808
8836,12864,31837
8596,12557,31158
8295,13212,32040
8454,15016,32797
8378,15219,32506
8477,15059,32553
9017,14699,32459
9180,14668,32051
8698,14426,30910
8220,14279,30304
7796,14041,29905
7412,13355,29612
7002,13273,29740
6753,13894,30329
6566,14742,29500
6494,14482,30559
6618,13835,30944
7229,13160,31672
7903,12785,31633
8150,12434,31763
8323,12251,31386
8136,12433,31179
8573,12886,31216
8867,12837,31603
8694,12925,31620
8374,12621,31676
8105,13387,31881
8314,14490,32197
8236,14442,31878
8250,14796,32153
8718,15200,31909
8943,14705,31385
8635,14513,30345
8119,14451,29707
7695,14898,29160
7253,14014,29200
6907,14191,29188
6646,14337,29962
6431,14312,29407
6281,13796,29983
6238,13452,30377
6598,12849,31699
7232,12666,32117
7469,12502,32399
7549,12518,31935
7314,12997,31687
7550,13121,32127
7630,13408,32215
7507,13660,32216
7419,13753,31720
7427,14339,32059
7604,15878,32496
7573,15916,32329
7569,15510,32483
7953,15237,31808
8141,15121,31016
7834,15226,30542
7384,15443,30052
7028,14996,30246
6672,14386,30077
6353,13896,30398
6139,14403,31080
5936,14630,30429
5816,14620,31134
5794,13851,30351
6003,13037,30332
6341,12435,30927
6594,12073,31282
6686,11959,30859
6622,11893,30457
6921,12010,30096
6993,12181,30006
6835,11990,29406
6623,11411,29497
6709,11524,30564
7104,13918,31857
7123,14155,31499
7309,13945,30933
7774,14576,30223
8005,15196,29675
7632,14907,29113
7188,14688,28606
6816,14258,28265
6455,13626,28057
6142,13418,28255
5939,14352,29252
5931,15109,30234
5924,14868,30537
6033,13938,30820
6667,13395,31292
7423,13217,31548
7637,12968,31536
7776,13081,31857
7631,13446,31426
8090,13592,31321
8324,13562,31200
8364,13640,30432
8093,13059,30723
7971,13292,31612
8070,15801,31457
7861,15762,31424
7785,15140,31106
8193,16182,30418
8361,17045,29602
7962,16689,28967
7468,16376,28859
7051,15648,28585
6708,14997,28368
6369,14534,28493
6170,15439,29660
6119,16084,30856
6136,15722,31293
6265,14382,30988
6877,13872,31360
7694,13674,31928
7978,13885,31597
8095,14048,30836
7993,13576,30261
8264,13886,30387
8402,14120,30168
8290,13701,30234
8029,13237,30144
7895,13523,31688
7931,15850,32353
7645,15776,31460
7647,15312,30309
8129,16292,29424
8313,17081,28571
7900,16356,27593
7408,16125,27893
6992,15866,27646
6642,15319,27652
6320,14865,27728
6141,15712,28775
6139,15982,29819
6115,15479,30358
6310,14226,30673
6998,12909,30578
7746,12434,30492
7950,12310,30657
8106,12598,29998
8059,13048,29744
8255,13707,29579
8534,13812,29257
8494,13357,29349
8184,12482,29707
7850,12569,30849
7845,15256,31686
7654,15355,31294
7671,14944,30432
8104,15891,29445
8348,16642,28675
8034,16343,27755
7604,15832,27433
7237,15313,27072
6842,14580,26935
6551,14253,27158
6359,15009,28319
6312,15960,29744
6247,15913,30305
6385,15118,30546
6993,14391,30727
7654,13885,30891
8028,13671,31124
8180,13875,31074
7972,13812,30479
8331,14184,30633
8445,14234,30554
8518,13898,30214
8233,13254,30449
8099,13458,31570
8196,15675,32214
7982,15419,31029
7909,15130,30364
8308,16162,29482
8453,16741,28585
8035,16861,27690
7532,16464,27313
7106,15922,26986
6735,15097,27139
6399,14503,27086
6243,15370,28235
6173,16019,29709
6165,15688,30174
6226,14775,29924
6739,14001,29723
7290,13306,30257
7236,13129,30300
7259,13211,30262
6920,13102,29589
7025,13081,30008
7071,13207,30336
6933,13420,29769
6847,12862,30220
6822,13165,30876
6775,14918,32668
6448,14651,31844
6225,14280,31310
6305,15253,30546
6282,16111,29666
5993,15933,28972
5682,15387,28510
5400,14717,28062
5188,14051,27972
5020,13773,28054
4909,14539,28918
4988,15482,30521
5187,15162,31040
5318,13866,30889
5671,12610,31271
6209,11554,31769
6340,11459,32066
6343,11631,31981
6006,12339,31444
6002,12914,31532
6042,13112,31936
6028,12811,31684
6138,12710,31922
6337,12636,33056
6351,14633,34881
6033,14510,33955
5663,14530,32845
5514,15499,32089
5372,16283,31147
5112,16127,30079
4834,15419,29738
4625,14946,29601
4460,14270,29322
4335,13663,29383
4325,14443,30372
4471,15457,31368
4675,15509,31583
4828,14460,31030
5128,13373,30952
5565,12681,31288
5759,12368,31671
5826,12314,31153
5643,12436,31055
5762,12806,31282
5781,13147,31260
5781,13121,30798
5753,12394,30516
6074,12592,31888
6343,14753,33860
6113,14679,33428
5886,14167,32774
5936,15117,31932
5846,15790,31283
5524,15744,30876
5197,15323,30567
4925,14704,30138
4731,13846,29823
4602,13452,30043
4636,15091,30307
5007,15859,31888
5216,15819,32603
5467,15027,32378
6082,13922,32564
6740,13369,33822
6972,13347,34486
7036,13104,34161
6824,13083,34118
7100,13609,34739
7241,13990,34643
7225,13366,34088
7175,13507,33613
7185,13935,34303
7244,15588,35617
6920,15428,34671
6720,14648,33787
6866,15281,33032
6851,15631,32320
6482,14816,31352
6081,15236,30933
5761,15202,30628
5534,15111,30429
5340,14512,30428
5344,14960,31520
5538,14936,33540
5687,14793,32642
5860,14254,32670
6475,13695,33669
7124,12990,34111
7303,12944,34610
7373,13225,33753
7041,13073,33462
7353,12590,34122
7563,13423,34704
7485,12757,33808
7315,13027,33114
7401,13106,33959
7436,15317,35588
7175,15221,34784
7019,14938,34153
7206,14859,32972
7237,15097,32266
6840,15181,31439
6406,14951,31158
6086,14565,30858
5788,14401,30751
5567,14711,30950
5506,15609,31973
5679,16270,32780
5702,15495,33627
5926,14784,32755
6561,13943,33526
7191,13139,34582
7355,13088,35384
7463,13418,34607
7212,13721,34388
7404,14168,35022
7670,14355,35382
7617,14092,34669
7465,14036,33815
7392,14699,34632
7498,15779,35265
7236,16114,34777
7019,15482,33997
7252,15083,33020
7348,15311,32437
7031,14771,31610
6634,14738,31306
6262,14646,31108
5974,13917,31060
5735,13518,31216
5685,14525,32207
5738,15403,33046
5819,15339,33392
5995,14677,33257
6650,14431,34118
7363,13864,34699
7617,13434,35343
7692,13656,34648
7431,13710,34337
7699,14081,34978
7895,14320,35458
7851,13913,34895
7765,13774,34433
7637,14403,34366
7685,15149,34992
7398,15214,33968
7184,14944,33518
7408,14558,32724
7556,14685,32132
7269,14469,31303
6870,14161,31223
6500,14086,31105
6196,14196,31364
5962,14349,31404
5861,14521,32645
5828,15703,33421
5824,15538,33266
5969,14899,33450
6512,13928,33748
7244,13492,34409
7599,13142,34886
7699,12857,34189
7384,12885,33717
7700,13189,33345
7841,13182,34195
7720,13373,33215
7574,13872,32713
7572,14482,33280
7662,13200,33299
7874,13171,34144
7733,13349,33213
7581,13932,32569
7546,14470,33081
7409,14983,31616
6872,15208,31285
6523,14968,30955
6222,14590,30827
5877,14291,30729
5772,15232,31587
5609,16307,32706
5536,16104,32373
5471,15004,31434
5512,14348,30834
5846,13846,30889
6072,13653,31066
6176,13196,31180
6072,13105,31328
6101,13302,32197
6061,13885,32038
5813,13884,31209
5505,13833,30267
5608,14193,30123
5695,15393,31004
5762,14899,30369
6090,14275,29898
6448,15034,29412
6669,16114,29208
6473,16027,28916
6147,15524,29111
5871,14564,28902
5577,13534,28802
5356,12675,28866
5170,13519,29733
5033,14580,30793
4991,14720,31144
5022,14092,31156
5261,13976,31371
5615,13275,32068
5893,12695,33384
6033,13260,33627
5865,13153,33563
6065,13196,33912
6155,13322,34204
6145,13093,33430
5977,12453,32197
6218,12711,32890
6431,14478,33949
6345,13558,33583
6324,13042,32870
6575,14259,32168
6723,15362,32130
6583,15028,32089
6258,14771,31914
5947,14270,31884
5688,13533,31490
5450,12824,31533
5256,14087,32406
5086,15051,33689
5027,14966,34071
4931,14489,34241
4885,14110,33418
5049,12974,34415
5146,12871,35413
5180,12878,35298
5114,13217,35162
5215,13509,35675
5293,13952,35896
5281,13576,35712
5225,13082,34670
5524,13523,34468
5855,15141,34955
5938,14799,34016
6146,14457,33440
6453,15023,33033
6606,15716,32741
6353,15657,32761
5992,15523,32697
5679,14989,32560
5425,14519,32424
5207,14003,32665
5122,14815,33186
5265,15421,34396
5284,15761,34926
5386,14803,34407
6083,13851,35168
6833,12909,35946
7038,13890,35429
6546,15435,34702
5571,15675,34779
5485,14487,34374
6328,13660,35408
6954,12681,36432
7266,13372,35980
7413,15345,35962
7422,15249,35743
7138,15569,35009
6965,15187,35179
7209,14647,35293
7333,14410,34694
6940,15312,34035
6538,15538,33997
6245,15150,33810
5999,14185,33898
5733,13897,33905
5596,14435,34236
5675,15363,33329
5631,15714,33820
5738,14707,33855
6377,13727,35752
6966,12741,36828
7277,12398,37539
7383,12465,36857
7125,12912,36530
7433,13390,36983
7660,13459,37308
7554,13077,36861
7358,13626,35744
7408,15334,35937
7404,15251,35722
7141,15567,34999
6983,15163,35143
7204,14653,35294
7334,14423,34716
7079,14560,34144
6671,14470,34302
6301,14442,34327
5978,14878,33908
5748,14374,34209
5622,14910,34703
5535,15311,32514
5626,15003,33051
5817,14714,32922
6472,14363,34310
7177,13436,35800
7410,13347,36712
7420,13095,35096
7057,12927,34573
7308,13238,35866
7481,13390,36116
7484,13768,35304
7376,13906,34405
7476,14775,34925
7447,15586,34970
7154,15507,34489
6911,15180,34822
7139,14725,34726
7308,14315,34352
7077,14307,33968
6632,14153,33791
6294,13638,33908
5960,13694,33903
5710,14195,34327
5616,14726,34909
5724,14997,33243
5709,15708,32501
5812,14663,32670
6475,13795,33958
7142,13716,34652
7298,13825,36091
7268,13721,35815
6916,13394,35121
7260,13887,35033
7541,13176,34360
7459,13827,33851
7245,14267,33806
7383,15357,33483
7284,15726,32737
6922,15829,32703
6708,15375,32585
6934,15181,32686
7067,14978,32489
6869,14962,32335
6498,15023,32254
6165,14754,32246
5850,14609,32251
5601,14496,32378
5514,14537,32898
5550,14841,32739
5521,14979,32420
5550,14618,32795
5986,14065,33486
6609,13811,34654
6829,13763,36028
6840,13835,36154
6567,13607,35558
6813,13982,35383
6984,13940,34555
6968,13921,33981
6862,13995,33286
6998,15373,33253
7080,15785,33514
6843,15659,32685
6620,15502,32291
6806,15599,31817
6996,15275,31205
6818,15087,30382
6450,15086,30482
6109,15095,30481
5810,15077,30387
5623,15530,30797
5514,15793,31839
5354,16262,32043
5280,16591,31805
5309,16222,31657
5592,14943,31380
6018,14279,32244
6266,14184,33430
6293,13772,33464
6117,13554,33314
6283,13384,33192
6425,13389,32890
6317,13226,32777
6232,13307,31954
6587,14947,31994
6734,15449,32305
6545,14877,31826
6618,14224,31290
7046,14240,30996
7112,14955,30504
6745,14528,29994
6333,14135,29986
6011,13656,29753
5730,13140,29810
5451,14266,30014
5402,15563,31153
5541,16162,32452
5549,16088,32928
5621,15423,32574
6264,14374,32672
6979,14603,33559
7255,14528,34306
7288,13902,34123
6967,12833,33417
7223,13332,33766
7369,14114,33654
7272,14209,33648
7123,14615,33417
7213,14985,34037
7175,15193,34385
6893,14870,33238
6812,15099,32768
7052,14998,31848
7183,15269,31161
6875,15062,30827
6446,14481,30443
6163,14250,30251
5861,13573,30029
5621,14699,30374
5529,15926,31663
5671,16262,32639
5665,16741,32891
5752,15344,32876
6310,13895,32745
6982,13654,33303
7240,13302,33897
7241,13216,33514
6914,13300,32835
7171,13939,32913
7378,14053,32948
7293,13661,33224
7159,14106,33175
7289,15515,34356
7283,16017,34414
6979,16023,33456
6747,15141,32736
7047,15108,31776
7092,15488,30923
6772,15226,30441
6298,14852,30097
5984,14418,29883
5694,13630,29722
5476,14932,29731
5436,16448,30766
5645,17058,31638
5677,16668,32141
5787,16133,32306
6465,14603,32399
7145,14319,32643
7332,14382,32710
7290,14677,32373
6969,14749,31786
7241,14859,31818
7358,14985,31790
7280,14630,31860
7204,14432,32229
