Time_index,Load_MW_z1,Load_MW_z2,Load_MW_z3
604,2525.0,13225.0,32137.0
605,2539.0,12305.0,32441.0
606,2962.0,13356.0,33524.0
607,4088.0,16671.0,35303.0
608,4801.0,17896.0,35891.0
609,4903.0,17783.0,35933.0
610,4946.0,16998.0,36116.0
611,5347.0,15595.0,36987.0
612,5269.0,13754.0,38537.0
613,5011.0,13521.0,38153.0
614,4517.0,13185.0,37733.0
615,4572.0,13558.0,37938.0
616,4570.0,13583.0,37573.0
617,4523.0,14034.0,37085.0
618,4852.0,15063.0,36171.0
619,5280.0,16132.0,35216.0
620,5100.0,15311.0,34357.0
621,4648.0,13260.0,33519.0
622,4038.0,13105.0,32948.0
623,3715.0,14433.0,32240.0
624,3237.0,15044.0,31505.0
625,2771.0,14570.0,30957.0
626,2509.0,14057.0,31047.0
627,2398.0,13898.0,31479.0
628,2383.0,13343.0,31762.0
629,2452.0,12331.0,31957.0
630,3042.0,13541.0,33012.0
631,4196.0,17187.0,34597.0
632,4992.0,19344.0,35415.0
633,5181.0,19009.0,35094.0
634,5316.0,17392.0,34905.0
635,5424.0,15928.0,35946.0
636,5322.0,15011.0,37371.0
637,5070.0,13990.0,37491.0
638,4589.0,13497.0,37160.0
639,4610.0,13550.0,37155.0
640,4641.0,14064.0,36821.0
641,4574.0,14608.0,36502.0
642,4935.0,15482.0,35416.0
643,5326.0,16187.0,34240.0
644,5140.0,15122.0,33662.0
645,4650.0,13299.0,32586.0
646,4124.0,13020.0,31994.0
647,3677.0,14797.0,31033.0
648,3212.0,15650.0,30597.0
649,2828.0,15022.0,30317.0
650,2594.0,14668.0,30685.0
651,2455.0,14238.0,31109.0
652,2393.0,13730.0,30944.0
653,2481.0,12703.0,31712.0
654,3007.0,13865.0,33030.0
655,4167.0,17722.0,34739.0
656,4996.0,19875.0,35543.0
657,5199.0,19525.0,35072.0
658,5389.0,17767.0,34844.0
659,5644.0,16619.0,35694.0
660,5568.0,15566.0,37036.0
661,5369.0,14001.0,37148.0
662,4745.0,13216.0,36745.0
663,4701.0,13086.0,36862.0
664,4636.0,13709.0,36609.0
665,4649.0,14404.0,36020.0
666,5034.0,15119.0,34953.0
667,5267.0,16388.0,33924.0
668,5118.0,15576.0,32960.0
669,4644.0,13924.0,32299.0
670,4125.0,13222.0,31504.0
671,3698.0,14642.0,30909.0
672,3247.0,15166.0,30189.0
673,6513.0,14501.0,37076.0
674,6160.0,14028.0,36936.0
675,5847.0,13615.0,36395.0
676,5546.0,12899.0,36155.0
677,5362.0,12525.0,35623.0
678,5298.0,12957.0,36007.0
679,5307.0,14317.0,36819.0
680,5323.0,14660.0,36751.0
681,5384.0,14143.0,36879.0
682,5799.0,13805.0,37108.0
683,6373.0,13219.0,38237.0
684,6624.0,12654.0,39283.0
685,6650.0,12665.0,39372.0
686,6465.0,12381.0,38626.0
687,6803.0,12498.0,38824.0
688,7014.0,12744.0,38985.0
689,6928.0,12751.0,38205.0
690,6497.0,12452.0,37392.0
691,6310.0,11815.0,36246.0
692,6491.0,13467.0,37301.0
693,6438.0,14066.0,36952.0
694,6315.0,13325.0,36150.0
695,6585.0,14881.0,36360.0
696,6779.0,15214.0,36892.0
697,6631.0,14729.0,37257.0
698,6319.0,14267.0,36522.0
699,5985.0,13723.0,35522.0
700,5722.0,13069.0,35101.0
701,5523.0,12441.0,35005.0
702,5335.0,12817.0,35574.0
703,5204.0,14063.0,36918.0
704,5156.0,14797.0,36792.0
705,5179.0,14137.0,36519.0
706,5357.0,13660.0,35916.0
707,5789.0,12992.0,36160.0
708,5975.0,12364.0,37164.0
709,6148.0,12283.0,37369.0
710,6041.0,12060.0,37189.0
711,6341.0,11941.0,37608.0
712,6528.0,12225.0,37920.0
713,6510.0,12203.0,37198.0
714,6284.0,11774.0,35763.0
715,6122.0,10990.0,34036.0
716,6440.0,12784.0,34964.0
717,6495.0,13485.0,34358.0
718,6678.0,13311.0,34199.0
719,7056.0,14230.0,34727.0
720,7148.0,14563.0,35816.0
721,6965.0,14079.0,36183.0
722,6660.0,13727.0,35297.0
723,6299.0,13344.0,34819.0
724,5979.0,12718.0,34220.0
725,5750.0,12505.0,33955.0
726,5605.0,13166.0,34417.0
727,5616.0,14694.0,36084.0
728,5577.0,15038.0,36258.0
729,5642.0,14071.0,36621.0
730,6203.0,13485.0,37540.0
731,6947.0,13099.0,38236.0
732,7227.0,12989.0,39023.0
733,7342.0,12764.0,39091.0
734,7190.0,12423.0,38436.0
735,7517.0,12456.0,38436.0
736,7900.0,12907.0,39318.0
737,7855.0,13071.0,38865.0
738,7502.0,12724.0,37596.0
739,7187.0,12272.0,35772.0
740,7255.0,13542.0,36712.0
741,7291.0,13984.0,36567.0
742,7432.0,13344.0,36513.0
743,7846.0,14582.0,36500.0
744,7872.0,15052.0,36893.0
745,7627.0,14574.0,36967.0
746,7249.0,14261.0,36052.0
747,6908.0,13787.0,35290.0
748,6513.0,13133.0,34703.0
749,6251.0,12961.0,34530.0
750,6055.0,13430.0,35411.0
751,5989.0,14296.0,36537.0
752,5838.0,14525.0,37030.0
753,5904.0,14129.0,37663.0
754,6466.0,13649.0,38165.0
755,7118.0,12884.0,39014.0
756,7394.0,12600.0,39811.0
757,7612.0,12991.0,40671.0
758,7471.0,12437.0,40221.0
759,7801.0,12554.0,40693.0
760,8189.0,13065.0,41289.0
761,8117.0,12984.0,40880.0
762,7750.0,12848.0,39515.0
763,7277.0,11933.0,37457.0
764,7287.0,13635.0,37496.0
765,7213.0,14250.0,36112.0
766,7228.0,13708.0,36704.0
767,7741.0,14372.0,36743.0
768,7917.0,15477.0,37528.0
769,7669.0,14621.0,37572.0
770,7300.0,14506.0,36895.0
771,6982.0,14065.0,36454.0
772,6559.0,13550.0,35693.0
773,6240.0,13140.0,35748.0
774,6059.0,13690.0,36754.0
775,5906.0,14728.0,36999.0
776,5721.0,14919.0,37401.0
777,5798.0,14365.0,38491.0
778,6396.0,13702.0,38687.0
779,7090.0,13317.0,39651.0
780,7416.0,13099.0,40638.0
781,7589.0,12767.0,40067.0
782,7440.0,12524.0,39669.0
783,7901.0,12842.0,40285.0
784,8351.0,13205.0,40813.0
785,8196.0,13286.0,39981.0
786,7923.0,13025.0,38804.0
787,7403.0,12515.0,36621.0
788,7393.0,13696.0,37451.0
789,7495.0,14509.0,36979.0
790,7627.0,14186.0,36483.0
791,8063.0,15193.0,36966.0
792,8281.0,15756.0,37940.0
793,8073.0,15135.0,37733.0
794,7701.0,15000.0,36776.0
795,7300.0,14500.0,35986.0
796,6924.0,13910.0,35639.0
797,6600.0,13394.0,35635.0
798,6343.0,13734.0,36723.0
799,6091.0,14921.0,37792.0
800,5892.0,15115.0,37429.0
801,5943.0,14805.0,38070.0
802,6542.0,14139.0,38720.0
803,7308.0,13683.0,39562.0
804,7674.0,13424.0,40790.0
805,7807.0,13455.0,40725.0
806,7820.0,13393.0,39789.0
807,8421.0,13315.0,39671.0
808,8941.0,13863.0,40078.0
809,8820.0,13917.0,39478.0
810,8329.0,13488.0,37292.0
811,7883.0,12404.0,35292.0
812,7914.0,13988.0,36843.0
